?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
229.704786,0.737193,0.737607,0.733414,0.733298,0.731963,0.729904,0.727435,0.725033,0.724131,0.718104,0.725912,0.718978,0.719623,0.721816,0.723802,0.721588,0.719646,0.722978,0.716637,0.719991,0.719755,0.714086,0.718233,0.720191,0.711539,0.710175,0.70857,0.771109,0.769873,0.769324,0.766693,0.763233,0.763483,0.764562,0.760956,0.76163,0.755813,0.756061,0.757928,0.761266,0.76481,0.762616,0.763805,0.758922,0.764729,0.757651,0.758154,0.758054,0.757012,0.755675,0.753934,0.752822,0.751858,0.751059,-1.140712,-1.167697,-1.220437,-1.265058,-1.299743,-1.342427,-1.385527,-1.446588,-1.4962,-1.548325,-1.605225,-1.679621,-1.742972,-1.79689,-1.864497,-1.919667,-1.995294,-2.057496,-2.132697,-2.202763,-2.269926,-2.339379,-2.412051,-2.489291,-2.556058,-2.61456,-2.680866,-1.144736,-1.169728,-1.208504,-1.258656,-1.295571,-1.340578,-1.386646,-1.436456,-1.486799,-1.543694,-1.594571,-1.665988,-1.725635,-1.787881,-1.854774,-1.934235,-2.004141,-2.092934,-2.152551,-2.202714,-2.273728,-2.348477,-2.426203,-2.491079,-2.55069,-2.604019,-2.66595,-0.0236,-0.030544,-0.033602,-0.035475,-0.039156,-0.042951,-0.044222,-0.047177,-0.051518,-0.053348,-0.057363,-0.061886,-0.065621,-0.067323,-0.068233,-0.069275,-0.0707,-0.074227,-0.07584,-0.081966,-0.08176,-0.08862,-0.091497,-0.098055,-0.097325,-0.10187,-0.103681,-0.032564,-0.042174,-0.042559,-0.044864,-0.04682,-0.051642,-0.052431,-0.054489,-0.059168,-0.060615,-0.065903,-0.076336,-0.077105,-0.077492,-0.079114,-0.08221,-0.078208,-0.080314,-0.082886,-0.084679,-0.089445,-0.093343,-0.096628,-0.101602,-0.107051,-0.108184,-0.111432
229.954786,0.773558,0.774265,0.769147,0.769405,0.768365,0.766136,0.763566,0.760963,0.759374,0.75408,0.761387,0.754779,0.754781,0.75745,0.759061,0.756958,0.754827,0.757905,0.751234,0.754305,0.753871,0.747841,0.751884,0.753815,0.745174,0.742921,0.741253,0.808005,0.807011,0.806555,0.802476,0.799724,0.800364,0.800648,0.797316,0.797879,0.792372,0.792055,0.793848,0.796829,0.800398,0.797729,0.798919,0.794279,0.799057,0.792836,0.792981,0.792302,0.791343,0.78986,0.787769,0.786673,0.785304,0.783923,-1.132302,-1.159865,-1.213026,-1.258147,-1.293865,-1.336799,-1.380343,-1.442328,-1.492836,-1.544983,-1.602022,-1.678116,-1.741503,-1.796359,-1.864658,-1.920441,-1.996447,-2.059818,-2.135486,-2.205965,-2.273761,-2.344217,-2.41704,-2.49517,-2.562114,-2.621385,-2.688228,-1.136069,-1.161884,-1.20109,-1.251776,-1.288889,-1.334553,-1.381655,-1.431881,-1.482697,-1.540262,-1.591253,-1.663555,-1.7248,-1.787391,-1.855432,-1.935174,-2.006332,-2.095173,-2.155783,-2.206766,-2.27792,-2.352873,-2.431682,-2.49712,-2.556691,-2.610478,-2.673001,-0.026124,-0.034643,-0.039287,-0.039076,-0.044473,-0.047344,-0.046029,-0.049904,-0.055741,-0.057002,-0.060163,-0.064263,-0.064777,-0.068757,-0.070543,-0.06979,-0.070439,-0.072211,-0.073666,-0.0772,-0.080881,-0.08299,-0.086837,-0.092187,-0.091836,-0.093649,-0.097856,-0.03763,-0.045723,-0.046104,-0.049991,-0.050805,-0.053491,-0.056758,-0.058041,-0.062492,-0.066036,-0.068667,-0.076653,-0.077704,-0.078473,-0.080047,-0.081168,-0.077478,-0.077359,-0.080294,-0.08423,-0.086179,-0.090118,-0.092204,-0.098225,-0.100988,-0.10217,-0.104271
230.204786,0.810999,0.812063,0.807787,0.807692,0.806996,0.804837,0.802223,0.79979,0.798099,0.792441,0.80002,0.793356,0.794255,0.796042,0.798028,0.796049,0.793958,0.797676,0.790615,0.793788,0.794277,0.788359,0.792075,0.794533,0.78568,0.783825,0.782474,0.845653,0.845016,0.844236,0.84086,0.838563,0.838466,0.840288,0.836564,0.837079,0.831004,0.831221,0.832652,0.836643,0.840005,0.837286,0.838726,0.834046,0.839676,0.832648,0.832554,0.832936,0.831851,0.830859,0.82889,0.827417,0.826981,0.825579,-1.142685,-1.169885,-1.224965,-1.27045,-1.306493,-1.350043,-1.393632,-1.456235,-1.507424,-1.560208,-1.617788,-1.694647,-1.758605,-1.814287,-1.883498,-1.939667,-2.016471,-2.079769,-2.156203,-2.227195,-2.295353,-2.366321,-2.440118,-2.517644,-2.585622,-2.645051,-2.712405,-1.146263,-1.172531,-1.212682,-1.263642,-1.301322,-1.348069,-1.394325,-1.44608,-1.497178,-1.555166,-1.607015,-1.679641,-1.741752,-1.805821,-1.873349,-1.954488,-2.026053,-2.114983,-2.1758,-2.22745,-2.29938,-2.374941,-2.454349,-2.520064,-2.58028,-2.634027,-2.697126,-0.024841,-0.032435,-0.038868,-0.040137,-0.043927,-0.046246,-0.048436,-0.052231,-0.05705,-0.058458,-0.064647,-0.067989,-0.06985,-0.073968,-0.075482,-0.074196,-0.076023,-0.080494,-0.080049,-0.084694,-0.089206,-0.093546,-0.096324,-0.103835,-0.104077,-0.106669,-0.110865,-0.034541,-0.044751,-0.045621,-0.048289,-0.052528,-0.054574,-0.05659,-0.059417,-0.065529,-0.068271,-0.071941,-0.079862,-0.082124,-0.083758,-0.085185,-0.086809,-0.084792,-0.084761,-0.088172,-0.091068,-0.094867,-0.100298,-0.104266,-0.108235,-0.110697,-0.114199,-0.116621
230.454786,0.852566,0.853321,0.848728,0.848341,0.847304,0.845244,0.841954,0.839471,0.837775,0.831696,0.838929,0.832092,0.832664,0.834404,0.836333,0.833856,0.831943,0.834986,0.827997,0.831247,0.831116,0.825061,0.828892,0.830644,0.821776,0.82009,0.818116,0.887123,0.88699,0.885715,0.882245,0.878768,0.87887,0.880599,0.876872,0.877108,0.870386,0.870731,0.871846,0.875371,0.879201,0.876193,0.877273,0.872033,0.877276,0.870314,0.870699,0.870306,0.869209,0.867707,0.86565,0.864261,0.862937,0.862201,-1.152705,-1.180811,-1.235806,-1.282285,-1.318708,-1.363014,-1.406844,-1.470291,-1.521822,-1.576033,-1.633595,-1.710582,-1.775792,-1.831856,-1.901165,-1.958591,-2.036326,-2.100033,-2.1768,-2.2484,-2.317425,-2.388661,-2.462424,-2.541283,-2.609624,-2.669384,-2.737959,-1.157162,-1.183726,-1.223843,-1.275396,-1.313517,-1.360702,-1.408387,-1.460289,-1.511251,-1.570261,-1.622873,-1.696199,-1.758658,-1.823341,-1.89187,-1.973582,-2.045794,-2.136023,-2.19736,-2.24865,-2.321466,-2.397704,-2.477166,-2.543659,-2.604291,-2.658274,-2.722511,-0.036356,-0.04533,-0.048683,-0.0491,-0.052829,-0.054593,-0.057493,-0.059484,-0.065027,-0.066673,-0.069057,-0.072504,-0.074446,-0.076332,-0.078312,-0.077939,-0.079447,-0.080724,-0.082469,-0.085947,-0.088351,-0.093436,-0.094927,-0.09975,-0.099667,-0.102285,-0.106367,-0.047353,-0.055971,-0.058147,-0.057693,-0.06077,-0.062245,-0.065359,-0.065704,-0.071806,-0.075379,-0.078276,-0.085322,-0.08656,-0.087467,-0.088774,-0.088733,-0.086291,-0.086179,-0.088324,-0.091626,-0.093952,-0.098989,-0.101724,-0.107316,-0.108405,-0.10847,-0.113974
230.704786,0.889626,0.890555,0.886,0.885791,0.884586,0.882813,0.879584,0.877289,0.87528,0.869334,0.876531,0.869511,0.870441,0.872288,0.874159,0.871506,0.869754,0.873054,0.865776,0.869178,0.869092,0.86332,0.86692,0.86855,0.859992,0.858105,0.856317,0.925232,0.924578,0.923127,0.919254,0.916941,0.916878,0.918361,0.914919,0.915429,0.908578,0.908678,0.910074,0.913393,0.917076,0.91418,0.915119,0.910203,0.915625,0.908543,0.908977,0.908381,0.907768,0.905913,0.904063,0.902729,0.901354,0.900656,-1.146259,-1.174543,-1.230716,-1.277514,-1.314383,-1.359352,-1.404008,-1.467574,-1.520276,-1.574638,-1.632869,-1.711016,-1.776941,-1.833317,-1.90403,-1.961191,-2.039933,-2.104039,-2.181563,-2.254101,-2.323515,-2.395098,-2.469927,-2.54918,-2.618088,-2.678427,-2.747514,-1.150263,-1.177362,-1.217998,-1.270926,-1.309411,-1.35668,-1.405482,-1.457555,-1.509173,-1.568598,-1.621946,-1.69616,-1.759421,-1.825065,-1.893856,-1.976474,-2.049606,-2.140982,-2.202616,-2.254703,-2.327937,-2.404607,-2.484818,-2.551894,-2.612915,-2.667485,-2.731586,-0.037191,-0.044156,-0.048726,-0.048793,-0.052186,-0.0563,-0.057035,-0.058077,-0.064757,-0.066379,-0.070433,-0.073339,-0.078776,-0.078484,-0.081566,-0.082411,-0.085046,-0.086387,-0.08987,-0.093474,-0.096575,-0.10335,-0.107218,-0.112941,-0.112723,-0.116194,-0.119818,-0.046447,-0.056355,-0.055387,-0.056687,-0.059572,-0.061707,-0.063721,-0.065887,-0.07071,-0.075014,-0.077806,-0.086679,-0.088393,-0.090536,-0.092404,-0.09217,-0.092372,-0.093139,-0.094593,-0.098045,-0.103075,-0.108575,-0.112915,-0.120302,-0.122298,-0.122189,-0.12875
230.954786,0.926319,0.92734,0.922379,0.922296,0.921042,0.918895,0.91593,0.913126,0.911318,0.905358,0.912877,0.905767,0.907243,0.908793,0.910517,0.908352,0.906031,0.909902,0.902492,0.906222,0.906107,0.900136,0.904348,0.906585,0.897477,0.895643,0.894161,0.961628,0.960853,0.95983,0.95624,0.953044,0.954067,0.954978,0.951412,0.951513,0.945255,0.945505,0.946534,0.950535,0.95383,0.950552,0.951995,0.947329,0.953395,0.945742,0.945978,0.946125,0.945283,0.944141,0.941944,0.940807,0.939501,0.938512,-1.155247,-1.184105,-1.240406,-1.288301,-1.325595,-1.37087,-1.416465,-1.480642,-1.533115,-1.587728,-1.647034,-1.726016,-1.792986,-1.849495,-1.920866,-1.978167,-2.05731,-2.122488,-2.200212,-2.273736,-2.343175,-2.415099,-2.490364,-2.569973,-2.639727,-2.700664,-2.769895,-1.159195,-1.186675,-1.228068,-1.28158,-1.320664,-1.368449,-1.417114,-1.469899,-1.522238,-1.581973,-1.635822,-1.711167,-1.774749,-1.840746,-1.910907,-1.994292,-2.067231,-2.159386,-2.221666,-2.27384,-2.34692,-2.424318,-2.505255,-2.572753,-2.634224,-2.689671,-2.754122,-0.055667,-0.061602,-0.064802,-0.066723,-0.070774,-0.075277,-0.078704,-0.080328,-0.084421,-0.086734,-0.090462,-0.094368,-0.099226,-0.099254,-0.101061,-0.100422,-0.101688,-0.104543,-0.106106,-0.110729,-0.111885,-0.120222,-0.121523,-0.12761,-0.126672,-0.130648,-0.132705,-0.065775,-0.073797,-0.074654,-0.07806,-0.078568,-0.081303,-0.085845,-0.087044,-0.091772,-0.094545,-0.100793,-0.106796,-0.108585,-0.11208,-0.113757,-0.112031,-0.109674,-0.110984,-0.113598,-0.116864,-0.120202,-0.125655,-0.129607,-0.13225,-0.135782,-0.137331,-0.140853
231.204786,0.968362,0.968995,0.963958,0.964328,0.962929,0.961118,0.958075,0.955271,0.953707,0.947523,0.955328,0.947983,0.949257,0.951049,0.953018,0.950349,0.948273,0.952161,0.944796,0.94838,0.948102,0.942009,0.946713,0.947956,0.939147,0.937281,0.935616,1.004178,1.003273,1.002758,0.998942,0.996053,0.996602,0.997568,0.993974,0.994332,0.987916,0.98763,0.989168,0.992823,0.996325,0.993664,0.994345,0.989325,0.995806,0.988152,0.988473,0.987901,0.987469,0.986234,0.983883,0.982689,0.981586,0.980343,-1.156079,-1.186246,-1.243449,-1.291651,-1.32912,-1.374714,-1.421414,-1.486357,-1.539237,-1.594316,-1.654409,-1.734362,-1.801809,-1.858703,-1.930841,-1.989214,-2.068998,-2.134471,-2.213228,-2.286945,-2.356887,-2.429371,-2.505757,-2.586197,-2.656286,-2.717902,-2.787342,-1.160789,-1.188667,-1.230704,-1.284724,-1.324161,-1.372967,-1.422178,-1.475323,-1.528301,-1.588312,-1.642856,-1.719331,-1.783231,-1.850333,-1.921415,-2.004952,-2.07906,-2.172107,-2.234262,-2.287015,-2.36081,-2.439054,-2.520898,-2.588541,-2.650643,-2.706478,-2.77162,-0.05743,-0.065426,-0.068457,-0.068478,-0.074183,-0.077638,-0.079233,-0.081475,-0.086146,-0.086549,-0.091122,-0.094412,-0.097761,-0.098413,-0.101155,-0.099986,-0.100863,-0.103595,-0.10508,-0.111026,-0.112456,-0.118149,-0.121998,-0.126963,-0.125812,-0.130749,-0.133113,-0.070204,-0.077436,-0.078182,-0.077357,-0.080973,-0.085029,-0.085849,-0.09025,-0.093336,-0.094691,-0.100058,-0.107704,-0.108192,-0.110778,-0.111556,-0.11211,-0.109562,-0.112434,-0.113739,-0.117052,-0.119309,-0.125444,-0.128932,-0.132563,-0.136162,-0.137716,-0.139751
231.454786,1.006319,1.006734,1.001629,1.001622,1.000632,0.998354,0.995119,0.992274,0.990586,0.983933,0.99203,0.984701,0.985137,0.987044,0.989082,0.986624,0.98435,0.987834,0.980458,0.983929,0.984067,0.977471,0.981501,0.984012,0.974714,0.972852,0.970787,1.04152,1.041162,1.039908,1.036689,1.033837,1.034662,1.03514,1.030898,1.031758,1.024885,1.025265,1.026285,1.029401,1.033464,1.030165,1.031079,1.026282,1.03178,1.024185,1.024384,1.024115,1.023062,1.02175,1.019606,1.01863,1.017466,1.016363,-1.157932,-1.188311,-1.246155,-1.294616,-1.333197,-1.379665,-1.426357,-1.49231,-1.545676,-1.601765,-1.661773,-1.742786,-1.810615,-1.869054,-1.94097,-2.000415,-2.080837,-2.147372,-2.226767,-2.300314,-2.371545,-2.444354,-2.521586,-2.602215,-2.672823,-2.734769,-2.804746,-1.163891,-1.19076,-1.233836,-1.288444,-1.328329,-1.377824,-1.427491,-1.480889,-1.534337,-1.595741,-1.650259,-1.727648,-1.793403,-1.860182,-1.932037,-2.016536,-2.091202,-2.184835,-2.247995,-2.301201,-2.375928,-2.453975,-2.536354,-2.604649,-2.667514,-2.723247,-2.789001,-0.053675,-0.060668,-0.063328,-0.064079,-0.068369,-0.071101,-0.072414,-0.076279,-0.080041,-0.081012,-0.08798,-0.089218,-0.09124,-0.093186,-0.094682,-0.095012,-0.09615,-0.098307,-0.099627,-0.103572,-0.107248,-0.112839,-0.11297,-0.122106,-0.120615,-0.124678,-0.127753,-0.0647,-0.072228,-0.071736,-0.074922,-0.07672,-0.079433,-0.081338,-0.082743,-0.08984,-0.090048,-0.09505,-0.103319,-0.103397,-0.104552,-0.105956,-0.107573,-0.104338,-0.105445,-0.108546,-0.111784,-0.113006,-0.117095,-0.121709,-0.127397,-0.12969,-0.131114,-0.133195
231.704786,1.050799,1.051752,1.04774,1.047661,1.046673,1.044216,1.042022,1.039161,1.036818,1.030357,1.038848,1.031315,1.032088,1.034143,1.035942,1.033748,1.031565,1.035211,1.027696,1.031315,1.03117,1.024829,1.029371,1.031055,1.021926,1.020446,1.018184,1.086852,1.086531,1.086247,1.083284,1.080078,1.080702,1.081838,1.078369,1.078953,1.071799,1.072011,1.073624,1.076829,1.080652,1.077542,1.078665,1.073725,1.079852,1.072461,1.072226,1.07224,1.070967,1.070076,1.067636,1.066417,1.065463,1.064148,-1.171603,-1.20231,-1.261215,-1.310511,-1.349259,-1.396122,-1.443553,-1.510479,-1.564759,-1.621449,-1.681929,-1.763696,-1.832858,-1.891622,-1.96489,-2.024282,-2.105857,-2.17223,-2.252662,-2.327366,-2.398606,-2.472511,-2.549255,-2.631012,-2.702645,-2.764806,-2.835576,-1.177021,-1.205286,-1.248751,-1.303944,-1.344545,-1.394717,-1.444812,-1.499306,-1.553292,-1.614909,-1.670215,-1.748528,-1.814622,-1.882632,-1.955558,-2.04082,-2.116092,-2.210482,-2.274268,-2.327692,-2.402622,-2.481962,-2.564486,-2.633914,-2.696956,-2.753295,-2.819836,-0.051835,-0.059672,-0.063503,-0.066612,-0.07088,-0.077696,-0.079023,-0.08273,-0.087532,-0.089774,-0.096423,-0.098473,-0.100645,-0.103865,-0.104805,-0.104089,-0.105991,-0.109767,-0.112446,-0.116869,-0.1178,-0.124922,-0.129088,-0.134561,-0.13258,-0.135708,-0.138676,-0.061453,-0.070043,-0.072038,-0.075614,-0.08065,-0.085125,-0.08756,-0.090288,-0.094984,-0.098101,-0.104052,-0.111527,-0.111761,-0.115645,-0.115524,-0.117852,-0.115781,-0.117382,-0.121066,-0.123105,-0.125662,-0.130398,-0.135141,-0.139522,-0.141886,-0.144525,-0.146309
231.954786,1.100336,1.101306,1.096233,1.096715,1.095057,1.09288,1.089833,1.086805,1.084566,1.078131,1.085961,1.078483,1.079215,1.081023,1.082629,1.080759,1.077916,1.081569,1.074279,1.077947,1.077426,1.071079,1.075358,1.077848,1.067933,1.066096,1.064227,1.136952,1.136534,1.135808,1.13177,1.129062,1.129406,1.130417,1.126819,1.12698,1.119743,1.119573,1.120714,1.124336,1.128131,1.12466,1.125757,1.120378,1.12691,1.118988,1.118816,1.118646,1.117759,1.116777,1.114063,1.112609,1.111538,1.110434,-1.162814,-1.193807,-1.254321,-1.303852,-1.343125,-1.390263,-1.438584,-1.506111,-1.560928,-1.618114,-1.679603,-1.762019,-1.832274,-1.891495,-1.965532,-2.025722,-2.107748,-2.175016,-2.255989,-2.330956,-2.403109,-2.477088,-2.555285,-2.637921,-2.709431,-2.772184,-2.843586,-1.168187,-1.19708,-1.240974,-1.29731,-1.338861,-1.388861,-1.439685,-1.494737,-1.548887,-1.611502,-1.668226,-1.746871,-1.813643,-1.882822,-1.956215,-2.042533,-2.117869,-2.213749,-2.277705,-2.331553,-2.4075,-2.487486,-2.570474,-2.640271,-2.703802,-2.76104,-2.827859,-0.069613,-0.075872,-0.078188,-0.079544,-0.084956,-0.087429,-0.087242,-0.091455,-0.093023,-0.09694,-0.101429,-0.103476,-0.107325,-0.108156,-0.109533,-0.107847,-0.108879,-0.112751,-0.114324,-0.119661,-0.121443,-0.127916,-0.130545,-0.136325,-0.135221,-0.137099,-0.142142,-0.081656,-0.087568,-0.087009,-0.091734,-0.091285,-0.095865,-0.095708,-0.098987,-0.102444,-0.104584,-0.1098,-0.116757,-0.118075,-0.119986,-0.120264,-0.120782,-0.117641,-0.120634,-0.123303,-0.125227,-0.129058,-0.134318,-0.137946,-0.141686,-0.143884,-0.145685,-0.147793
232.204786,1.139005,1.140151,1.135014,1.135484,1.133788,1.131969,1.128898,1.125799,1.123463,1.116829,1.124685,1.117026,1.118111,1.119729,1.12153,1.118893,1.116711,1.120239,1.112875,1.116039,1.116155,1.109375,1.113375,1.11612,1.106267,1.104123,1.102399,1.175901,1.175932,1.175287,1.171487,1.168368,1.168844,1.16992,1.166394,1.166018,1.15897,1.159204,1.160188,1.163842,1.166897,1.16379,1.16515,1.159512,1.165695,1.158098,1.157753,1.157466,1.156569,1.155154,1.152615,1.151555,1.150295,1.148764,-1.160852,-1.192737,-1.253802,-1.30382,-1.343827,-1.39197,-1.440627,-1.508751,-1.564693,-1.622348,-1.684368,-1.768118,-1.838905,-1.899389,-1.973926,-2.034688,-2.117817,-2.185787,-2.267402,-2.343015,-2.415802,-2.490408,-2.569295,-2.652164,-2.724531,-2.787688,-2.859846,-1.166463,-1.195881,-1.240993,-1.297749,-1.339194,-1.390896,-1.442239,-1.49796,-1.55262,-1.615947,-1.672566,-1.753178,-1.820656,-1.890799,-1.964459,-2.051908,-2.128307,-2.224371,-2.289275,-2.343709,-2.420292,-2.500418,-2.584168,-2.654532,-2.719283,-2.77669,-2.843784,-0.077146,-0.085359,-0.086651,-0.088371,-0.092853,-0.094478,-0.096147,-0.099141,-0.10302,-0.104258,-0.110285,-0.112641,-0.114045,-0.115376,-0.117346,-0.116084,-0.117664,-0.120477,-0.122537,-0.127119,-0.129409,-0.13365,-0.137506,-0.143018,-0.141601,-0.143498,-0.148182,-0.088805,-0.096382,-0.095905,-0.098839,-0.100881,-0.10317,-0.105313,-0.106825,-0.111224,-0.113483,-0.119901,-0.126504,-0.125919,-0.126561,-0.128685,-0.13061,-0.126568,-0.126773,-0.128758,-0.132678,-0.135377,-0.140196,-0.144164,-0.148298,-0.151418,-0.150919,-0.154253
232.454786,1.189032,1.18977,1.184804,1.184485,1.183584,1.181345,1.178067,1.174602,1.172502,1.165633,1.173742,1.166162,1.166609,1.168585,1.170301,1.167666,1.16516,1.168622,1.161356,1.165074,1.164249,1.157889,1.161863,1.164836,1.154623,1.152601,1.150645,1.226333,1.225669,1.224907,1.220769,1.217947,1.218767,1.219171,1.215474,1.215794,1.208036,1.207724,1.209627,1.21303,1.216477,1.212934,1.213944,1.208441,1.215011,1.207016,1.20696,1.20654,1.205551,1.203895,1.201452,1.200661,1.199105,1.197371,-1.184224,-1.216742,-1.278546,-1.330345,-1.370667,-1.419293,-1.469763,-1.538531,-1.594424,-1.653459,-1.716431,-1.800936,-1.872425,-1.933447,-2.009418,-2.070817,-2.154627,-2.223117,-2.305386,-2.382245,-2.455966,-2.530717,-2.610661,-2.694188,-2.766936,-2.831186,-2.903681,-1.18999,-1.220467,-1.265804,-1.323682,-1.365806,-1.418314,-1.470577,-1.526294,-1.582364,-1.646479,-1.704795,-1.785609,-1.8548,-1.924985,-2,-2.088421,-2.165428,-2.263143,-2.32815,-2.382829,-2.460511,-2.541165,-2.626047,-2.696907,-2.761657,-2.819403,-2.887512,-0.078948,-0.086616,-0.089181,-0.089905,-0.093929,-0.095704,-0.097956,-0.100855,-0.104649,-0.105727,-0.1126,-0.113511,-0.115669,-0.118013,-0.119876,-0.118199,-0.119563,-0.123276,-0.125197,-0.130981,-0.132898,-0.138042,-0.139636,-0.146454,-0.145056,-0.147974,-0.150654,-0.089488,-0.097364,-0.097115,-0.100392,-0.101694,-0.104285,-0.106213,-0.10842,-0.113854,-0.114648,-0.11868,-0.127153,-0.127859,-0.129226,-0.131337,-0.131479,-0.128353,-0.131461,-0.133584,-0.134487,-0.138481,-0.143957,-0.147319,-0.152409,-0.153677,-0.155999,-0.157669
232.704786,1.266411,1.267339,1.262343,1.261907,1.261105,1.258522,1.254923,1.251191,1.249654,1.242721,1.250436,1.242409,1.242602,1.244512,1.245953,1.24364,1.240822,1.244755,1.237084,1.240727,1.240402,1.2342,1.237909,1.240164,1.230531,1.22825,1.226363,1.304799,1.304061,1.302673,1.299231,1.296497,1.29691,1.297177,1.292822,1.292942,1.285795,1.285532,1.28623,1.289728,1.292909,1.289825,1.290784,1.285348,1.290796,1.283004,1.283404,1.282821,1.281662,1.280331,1.277917,1.276852,1.275314,1.274134,-1.172905,-1.206075,-1.269419,-1.322048,-1.363918,-1.413548,-1.463894,-1.534184,-1.591014,-1.651002,-1.714928,-1.801362,-1.873989,-1.936063,-2.013223,-2.075338,-2.161067,-2.23031,-2.313811,-2.391155,-2.465522,-2.542106,-2.622173,-2.707266,-2.780765,-2.845681,-2.919992,-1.179196,-1.210262,-1.257144,-1.315976,-1.358511,-1.411749,-1.46543,-1.522454,-1.579127,-1.644392,-1.702686,-1.785898,-1.856279,-1.928137,-2.003908,-2.093532,-2.172161,-2.270475,-2.336639,-2.392301,-2.470258,-2.551983,-2.637463,-2.709649,-2.775106,-2.834176,-2.903268,-0.086946,-0.093288,-0.097196,-0.094094,-0.100726,-0.100964,-0.102023,-0.105696,-0.108698,-0.1104,-0.11454,-0.117819,-0.119727,-0.121286,-0.122441,-0.12234,-0.124791,-0.12718,-0.126846,-0.132464,-0.136978,-0.141794,-0.142493,-0.15047,-0.151271,-0.152609,-0.155399,-0.096742,-0.104504,-0.105874,-0.104511,-0.107093,-0.110179,-0.110052,-0.111161,-0.119872,-0.119939,-0.123013,-0.130067,-0.129166,-0.134484,-0.134318,-0.136202,-0.133451,-0.13309,-0.136063,-0.138791,-0.143375,-0.148089,-0.152498,-0.155871,-0.160017,-0.161826,-0.163636
