?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
232.954786,1.32093,1.321752,1.316329,1.316544,1.31548,1.312872,1.308877,1.305611,1.303397,1.296519,1.304506,1.296147,1.296923,1.298685,1.29994,1.297647,1.294684,1.298671,1.290614,1.294356,1.293964,1.28759,1.291908,1.293718,1.283793,1.281426,1.279656,1.359255,1.358712,1.358135,1.353749,1.350819,1.351396,1.351868,1.347765,1.347968,1.34008,1.34013,1.340699,1.344696,1.347567,1.344143,1.345372,1.339174,1.345577,1.337719,1.337415,1.337236,1.335855,1.334099,1.332032,1.330463,1.329276,1.327784,-1.166572,-1.20075,-1.265935,-1.318808,-1.361213,-1.411288,-1.46298,-1.534372,-1.59263,-1.653026,-1.718417,-1.805702,-1.879653,-1.9427,-2.02055,-2.083794,-2.170101,-2.241125,-2.325241,-2.403231,-2.478165,-2.555616,-2.636502,-2.722457,-2.796851,-2.862658,-2.937076,-1.173209,-1.20491,-1.252308,-1.31221,-1.35612,-1.40989,-1.464307,-1.522409,-1.580277,-1.646236,-1.706345,-1.790645,-1.861316,-1.934727,-2.011441,-2.102589,-2.181085,-2.281086,-2.347917,-2.404331,-2.482911,-2.56552,-2.6523,-2.724971,-2.791439,-2.850943,-2.92043,-0.097865,-0.104912,-0.109779,-0.107582,-0.110881,-0.113647,-0.115683,-0.119609,-0.124391,-0.123904,-0.129655,-0.132525,-0.13312,-0.136463,-0.136658,-0.13646,-0.138651,-0.140759,-0.143815,-0.148299,-0.150319,-0.156261,-0.159201,-0.164475,-0.16385,-0.167713,-0.168688,-0.110642,-0.116838,-0.116703,-0.118582,-0.120487,-0.12177,-0.124163,-0.127832,-0.132825,-0.1328,-0.137953,-0.145358,-0.144528,-0.149244,-0.14982,-0.151044,-0.146362,-0.147746,-0.151429,-0.153495,-0.157439,-0.16236,-0.165835,-0.170545,-0.174569,-0.176375,-0.176094
233.204786,1.366507,1.36776,1.362243,1.362175,1.361014,1.358372,1.355068,1.351914,1.349606,1.34211,1.350023,1.341581,1.342273,1.343836,1.345293,1.342506,1.339695,1.343859,1.335651,1.339255,1.338893,1.332231,1.336494,1.33841,1.327894,1.325974,1.323886,1.405288,1.404457,1.404262,1.399893,1.397216,1.397049,1.39837,1.394345,1.394013,1.385473,1.386141,1.386369,1.390422,1.393284,1.389683,1.390741,1.384925,1.391177,1.382695,1.382575,1.382622,1.38114,1.379403,1.377022,1.375372,1.373891,1.372769,-1.197046,-1.231229,-1.29707,-1.350935,-1.393772,-1.445059,-1.497298,-1.569662,-1.628582,-1.689895,-1.755867,-1.844381,-1.91934,-1.982802,-2.061687,-2.125527,-2.212808,-2.283891,-2.369333,-2.4484,-2.523625,-2.601283,-2.683066,-2.769689,-2.844882,-2.91124,-2.986397,-1.203578,-1.235335,-1.283835,-1.344375,-1.389192,-1.444048,-1.498776,-1.55764,-1.616303,-1.68297,-1.744275,-1.828643,-1.901048,-1.974595,-2.052465,-2.144745,-2.224276,-2.324897,-2.39224,-2.448842,-2.528247,-2.611874,-2.699242,-2.772496,-2.839198,-2.899515,-2.969697,-0.1017,-0.109139,-0.112512,-0.112752,-0.116709,-0.119977,-0.121187,-0.121974,-0.125802,-0.125976,-0.133098,-0.133922,-0.136389,-0.137222,-0.138165,-0.138381,-0.140634,-0.14191,-0.143404,-0.148513,-0.149788,-0.156412,-0.159942,-0.165136,-0.163409,-0.165842,-0.169709,-0.115576,-0.121335,-0.120664,-0.121607,-0.125114,-0.126985,-0.127947,-0.130847,-0.135738,-0.136022,-0.140291,-0.147588,-0.148276,-0.149313,-0.151521,-0.152462,-0.148585,-0.14815,-0.151204,-0.153485,-0.157908,-0.163819,-0.167054,-0.170175,-0.17424,-0.174739,-0.176504
233.454786,1.415031,1.416034,1.411378,1.411123,1.410105,1.407844,1.40442,1.401498,1.398327,1.391072,1.399254,1.390673,1.391493,1.39327,1.395021,1.392144,1.389183,1.393247,1.385219,1.38941,1.388496,1.381866,1.386019,1.388133,1.377794,1.375709,1.37367,1.454381,1.454472,1.453724,1.448958,1.446454,1.446651,1.448072,1.443975,1.443429,1.435299,1.435402,1.436019,1.440189,1.443005,1.440059,1.440544,1.434634,1.441149,1.432656,1.433062,1.432832,1.431391,1.429328,1.427205,1.425576,1.424275,1.422689,-1.182383,-1.216909,-1.283767,-1.338812,-1.382449,-1.433927,-1.487021,-1.559894,-1.619392,-1.681932,-1.748611,-1.838256,-1.913488,-1.977801,-2.057642,-2.121801,-2.209991,-2.28166,-2.36745,-2.447346,-2.522883,-2.601525,-2.683847,-2.771264,-2.846763,-2.914021,-2.989577,-1.188937,-1.222053,-1.270602,-1.332297,-1.377599,-1.433447,-1.488259,-1.548195,-1.606907,-1.674594,-1.7366,-1.822578,-1.895352,-1.969682,-2.048451,-2.140952,-2.221491,-2.323246,-2.390655,-2.447746,-2.527416,-2.612068,-2.700257,-2.773981,-2.841559,-2.901756,-2.972948,-0.11463,-0.121643,-0.125062,-0.124787,-0.129338,-0.132551,-0.134343,-0.134211,-0.13907,-0.14045,-0.146749,-0.147522,-0.149923,-0.151141,-0.153172,-0.151289,-0.154714,-0.155807,-0.15743,-0.163306,-0.164067,-0.169778,-0.173372,-0.178748,-0.178437,-0.181157,-0.183215,-0.124113,-0.132699,-0.13159,-0.138394,-0.135943,-0.140513,-0.14015,-0.144182,-0.147516,-0.14903,-0.15262,-0.16034,-0.161491,-0.164281,-0.164694,-0.165446,-0.161169,-0.163596,-0.165412,-0.169371,-0.172768,-0.178258,-0.179484,-0.18486,-0.188948,-0.189868,-0.191056
233.704786,1.45599,1.457016,1.451737,1.451531,1.450262,1.447793,1.444112,1.44069,1.43802,1.430427,1.438758,1.429653,1.4301,1.431755,1.433413,1.43059,1.427669,1.431523,1.423209,1.427042,1.426473,1.419593,1.423861,1.426326,1.415264,1.413079,1.410874,1.495539,1.495461,1.494067,1.490296,1.487322,1.487271,1.488481,1.484071,1.483564,1.475198,1.475215,1.475606,1.479378,1.482269,1.4786,1.479753,1.473736,1.479587,1.471402,1.471156,1.471057,1.469392,1.467854,1.465079,1.463393,1.462284,1.460493,-1.171843,-1.20735,-1.274238,-1.329881,-1.373983,-1.42605,-1.479974,-1.553484,-1.613546,-1.676311,-1.743643,-1.834337,-1.91017,-1.974983,-2.055399,-2.120303,-2.20852,-2.281106,-2.367923,-2.447593,-2.52423,-2.603373,-2.686085,-2.774043,-2.850337,-2.917909,-2.994107,-1.179008,-1.212259,-1.261413,-1.323718,-1.36879,-1.425755,-1.481385,-1.541736,-1.601104,-1.668923,-1.732011,-1.818598,-1.891899,-1.967534,-2.046477,-2.139529,-2.220641,-2.322774,-2.39082,-2.448483,-2.528713,-2.613636,-2.702395,-2.777083,-2.845064,-2.90565,-2.977479,-0.119696,-0.126138,-0.129208,-0.129553,-0.133564,-0.135344,-0.137285,-0.140446,-0.143683,-0.144254,-0.150649,-0.152525,-0.154991,-0.156354,-0.158009,-0.156897,-0.158168,-0.15869,-0.160866,-0.164489,-0.167835,-0.173291,-0.177891,-0.182653,-0.181365,-0.182011,-0.186606,-0.132656,-0.139316,-0.13734,-0.142072,-0.142552,-0.144218,-0.146351,-0.148725,-0.152938,-0.154288,-0.160025,-0.166368,-0.165806,-0.169059,-0.170554,-0.170384,-0.166858,-0.167163,-0.170078,-0.173244,-0.177025,-0.181562,-0.181908,-0.187766,-0.190696,-0.190942,-0.192784
233.954786,1.487163,1.487659,1.482151,1.481921,1.480948,1.478245,1.474383,1.47076,1.468421,1.461314,1.469378,1.460689,1.461891,1.463451,1.465141,1.462556,1.460265,1.46391,1.455725,1.459836,1.459616,1.452867,1.456915,1.459771,1.448975,1.446468,1.444765,1.526657,1.525997,1.524875,1.520797,1.517668,1.518414,1.519242,1.514533,1.514533,1.506644,1.506356,1.50705,1.511017,1.514456,1.510647,1.512182,1.506689,1.512234,1.504114,1.504293,1.504266,1.502932,1.501265,1.498612,1.497442,1.495813,1.494247,-1.202843,-1.2388,-1.306812,-1.36297,-1.407513,-1.460825,-1.514584,-1.589057,-1.649545,-1.71307,-1.781022,-1.872832,-1.948896,-2.014808,-2.095526,-2.161057,-2.250596,-2.323648,-2.410462,-2.491575,-2.568301,-2.648604,-2.731868,-2.820109,-2.897079,-2.96476,-3.041983,-1.210712,-1.243992,-1.293742,-1.356619,-1.402504,-1.459563,-1.516342,-1.576719,-1.636927,-1.706239,-1.76891,-1.856648,-1.931732,-2.007145,-2.087187,-2.180845,-2.262691,-2.365242,-2.433922,-2.492302,-2.573302,-2.65873,-2.74815,-2.823171,-2.891298,-2.952538,-3.024557,-0.107726,-0.114746,-0.117748,-0.11633,-0.12168,-0.123123,-0.124873,-0.129067,-0.13279,-0.134755,-0.138831,-0.143033,-0.146149,-0.149271,-0.152109,-0.152506,-0.153484,-0.15743,-0.159512,-0.16495,-0.168901,-0.174503,-0.176082,-0.18435,-0.183486,-0.184799,-0.189694,-0.118556,-0.125414,-0.126005,-0.127578,-0.128519,-0.13231,-0.13284,-0.135542,-0.14177,-0.144639,-0.149833,-0.157261,-0.159329,-0.160447,-0.163184,-0.166311,-0.16487,-0.164058,-0.168188,-0.173281,-0.176041,-0.180382,-0.184269,-0.189383,-0.192228,-0.194308,-0.197908
234.204786,1.536723,1.537748,1.532227,1.531952,1.530931,1.528043,1.524355,1.521068,1.518313,1.510811,1.518978,1.510267,1.510181,1.512322,1.513668,1.510871,1.507794,1.512276,1.503509,1.507244,1.506937,1.499704,1.503207,1.506178,1.495481,1.493028,1.491143,1.576715,1.576585,1.575566,1.571773,1.567984,1.568642,1.569871,1.564901,1.564689,1.556635,1.555974,1.557031,1.560661,1.563695,1.559602,1.560782,1.554759,1.560763,1.552483,1.552509,1.551972,1.550073,1.548434,1.545785,1.544533,1.542949,1.541216,-1.199215,-1.235479,-1.304823,-1.361512,-1.406418,-1.460447,-1.51505,-1.590567,-1.65184,-1.715597,-1.784586,-1.876974,-1.953913,-2.020213,-2.102401,-2.168231,-2.25833,-2.332105,-2.420017,-2.501204,-2.578619,-2.659224,-2.743584,-2.832323,-2.909827,-2.978499,-3.056746,-1.206765,-1.24028,-1.291276,-1.354944,-1.401853,-1.459047,-1.516745,-1.578202,-1.638859,-1.708533,-1.772068,-1.86098,-1.936307,-2.012841,-2.093787,-2.188251,-2.270571,-2.373943,-2.443555,-2.501838,-2.58351,-2.669865,-2.759632,-2.835194,-2.904328,-2.96602,-3.039028,-0.134631,-0.139239,-0.143098,-0.143166,-0.146538,-0.14895,-0.149412,-0.151795,-0.155126,-0.157317,-0.161643,-0.164148,-0.165522,-0.166966,-0.168423,-0.167567,-0.168939,-0.171276,-0.173606,-0.178591,-0.180302,-0.185908,-0.187373,-0.193881,-0.193516,-0.195944,-0.198563,-0.142998,-0.150824,-0.151761,-0.151387,-0.154099,-0.157904,-0.158193,-0.16025,-0.166304,-0.165556,-0.172306,-0.177361,-0.178056,-0.178849,-0.179328,-0.182845,-0.17744,-0.177228,-0.182193,-0.185937,-0.186765,-0.192142,-0.195717,-0.200119,-0.204107,-0.203105,-0.207029
234.454786,1.58732,1.588802,1.582777,1.582857,1.581416,1.578594,1.574946,1.570808,1.56809,1.560455,1.568354,1.55916,1.559572,1.560991,1.562246,1.55938,1.556235,1.560155,1.551347,1.554951,1.554492,1.547181,1.55069,1.553594,1.542549,1.539646,1.538038,1.62816,1.627636,1.62648,1.622202,1.619289,1.619137,1.620431,1.615641,1.614897,1.606602,1.606051,1.606278,1.609674,1.612644,1.608937,1.609652,1.603196,1.609239,1.600413,1.600475,1.599596,1.598058,1.596015,1.593444,1.592052,1.590103,1.588455,-1.178242,-1.214704,-1.284922,-1.342484,-1.38795,-1.44248,-1.498196,-1.57397,-1.636176,-1.7008,-1.770235,-1.864138,-1.942063,-2.009125,-2.091555,-2.158467,-2.249513,-2.323538,-2.41223,-2.493968,-2.572526,-2.653597,-2.738543,-2.827933,-2.905998,-2.975289,-3.054313,-1.185174,-1.220247,-1.271422,-1.336184,-1.383782,-1.441771,-1.49949,-1.562011,-1.623219,-1.693892,-1.758678,-1.848264,-1.92426,-2.001823,-2.083223,-2.178705,-2.262057,-2.366065,-2.435877,-2.494873,-2.577552,-2.664336,-2.754811,-2.830937,-2.900458,-2.962946,-3.036484,-0.143852,-0.150659,-0.152961,-0.15287,-0.155616,-0.158456,-0.158017,-0.159931,-0.163051,-0.164838,-0.169673,-0.169881,-0.170025,-0.171822,-0.172327,-0.170373,-0.171409,-0.174137,-0.175266,-0.178949,-0.181477,-0.186297,-0.188168,-0.195224,-0.193172,-0.194539,-0.197723,-0.155019,-0.163642,-0.16194,-0.165074,-0.163406,-0.166712,-0.166396,-0.168173,-0.173361,-0.173604,-0.177214,-0.182141,-0.184121,-0.184185,-0.184758,-0.185874,-0.180806,-0.180276,-0.183247,-0.186579,-0.187999,-0.192281,-0.196052,-0.200834,-0.203373,-0.204851,-0.204552
234.704786,1.624878,1.626136,1.620863,1.620155,1.619089,1.616225,1.612577,1.608728,1.605774,1.598096,1.606108,1.597335,1.597828,1.599211,1.600801,1.598044,1.594943,1.599004,1.590557,1.594642,1.594012,1.586871,1.590974,1.593647,1.582267,1.579724,1.578113,1.666127,1.665318,1.664938,1.660445,1.657261,1.65743,1.658725,1.653679,1.653205,1.644896,1.643964,1.644931,1.648609,1.651998,1.648123,1.64866,1.643029,1.648725,1.639985,1.640362,1.63979,1.638302,1.636437,1.633697,1.632443,1.630642,1.629247,-1.204797,-1.242378,-1.313122,-1.371725,-1.417838,-1.472906,-1.528914,-1.606017,-1.668487,-1.734512,-1.804382,-1.89842,-1.978034,-2.045565,-2.128758,-2.196239,-2.288122,-2.363072,-2.45233,-2.534919,-2.613673,-2.695719,-2.781157,-2.871644,-2.95032,-3.020252,-3.099769,-1.213025,-1.248137,-1.299873,-1.365338,-1.413348,-1.472682,-1.531073,-1.593719,-1.656097,-1.727737,-1.792155,-1.883164,-1.959951,-2.038388,-2.120678,-2.216956,-2.300803,-2.405633,-2.476475,-2.535672,-2.618868,-2.706448,-2.797811,-2.874648,-2.944669,-3.007781,-3.081592,-0.134813,-0.14126,-0.143375,-0.142472,-0.146947,-0.150777,-0.149614,-0.154091,-0.157298,-0.157615,-0.161199,-0.165718,-0.165909,-0.168293,-0.169727,-0.167858,-0.168871,-0.172602,-0.174352,-0.177711,-0.181533,-0.186686,-0.188407,-0.193828,-0.193588,-0.196817,-0.200075,-0.146004,-0.151385,-0.151231,-0.154274,-0.156017,-0.159375,-0.159102,-0.160831,-0.166157,-0.167309,-0.170216,-0.178635,-0.17837,-0.177981,-0.181612,-0.182355,-0.179447,-0.179085,-0.183141,-0.184578,-0.188358,-0.192457,-0.196862,-0.20077,-0.205063,-0.205296,-0.207399
234.954786,1.677459,1.678397,1.673141,1.672863,1.67156,1.668661,1.664474,1.660292,1.657523,1.649992,1.658239,1.648843,1.649197,1.651107,1.652234,1.649755,1.646813,1.651,1.642173,1.646185,1.646263,1.638773,1.643277,1.645863,1.634444,1.632102,1.630477,1.718766,1.718484,1.717279,1.71296,1.710036,1.709641,1.711173,1.706247,1.705404,1.696978,1.696423,1.697044,1.700734,1.704027,1.699994,1.70094,1.694835,1.701729,1.692709,1.692768,1.692138,1.690726,1.688777,1.686518,1.684914,1.683223,1.681791,-1.212496,-1.25057,-1.322417,-1.381404,-1.428214,-1.48458,-1.541602,-1.619515,-1.683031,-1.749076,-1.819949,-1.915954,-1.994907,-2.063872,-2.147956,-2.215833,-2.308445,-2.383982,-2.474145,-2.557118,-2.636833,-2.718687,-2.805203,-2.89692,-2.97594,-3.045954,-3.12597,-1.221036,-1.256315,-1.308847,-1.37502,-1.424167,-1.484067,-1.543182,-1.606838,-1.669776,-1.741857,-1.807525,-1.899831,-1.977704,-2.056799,-2.139554,-2.236708,-2.320969,-2.427472,-2.498425,-2.558101,-2.642568,-2.729956,-2.822308,-2.899609,-2.970291,-3.033813,-3.107741,-0.145656,-0.150883,-0.153506,-0.151401,-0.156302,-0.157507,-0.157685,-0.160859,-0.163888,-0.164162,-0.171083,-0.1708,-0.172836,-0.175919,-0.176546,-0.176042,-0.178309,-0.181094,-0.182463,-0.187021,-0.192166,-0.195969,-0.198438,-0.205601,-0.203342,-0.206881,-0.209837,-0.155656,-0.162068,-0.161879,-0.16361,-0.16337,-0.166128,-0.164348,-0.1688,-0.174285,-0.173471,-0.177187,-0.185499,-0.184244,-0.187157,-0.19026,-0.191322,-0.186424,-0.190015,-0.192079,-0.194386,-0.199271,-0.202159,-0.205798,-0.211668,-0.215316,-0.214787,-0.217268
235.204786,1.732626,1.734174,1.727984,1.728043,1.726692,1.723967,1.719949,1.715375,1.712414,1.704348,1.712708,1.703217,1.704066,1.705347,1.706649,1.703756,1.700791,1.704746,1.69601,1.699936,1.698978,1.691664,1.69601,1.698324,1.68716,1.684807,1.682578,1.774142,1.774165,1.772879,1.769169,1.765291,1.765765,1.767028,1.761728,1.761122,1.752131,1.751884,1.751881,1.755564,1.758981,1.754879,1.755381,1.749232,1.755492,1.746699,1.746585,1.745731,1.744537,1.742648,1.740061,1.738086,1.736324,1.734844,-1.189765,-1.228354,-1.301164,-1.361295,-1.408531,-1.46508,-1.522986,-1.601748,-1.665697,-1.732682,-1.804828,-1.901318,-1.982312,-2.051022,-2.136455,-2.204799,-2.298532,-2.374734,-2.465485,-2.549418,-2.629851,-2.712641,-2.7995,-2.891655,-2.971865,-3.04274,-3.123033,-1.198298,-1.234379,-1.287599,-1.354549,-1.403818,-1.464919,-1.52536,-1.589056,-1.652664,-1.725707,-1.792652,-1.885819,-1.964055,-2.044567,-2.128022,-2.226127,-2.311637,-2.418519,-2.490042,-2.550398,-2.635203,-2.724003,-2.817206,-2.894768,-2.966146,-3.029938,-3.105051,-0.150285,-0.15587,-0.157724,-0.158645,-0.160331,-0.164857,-0.165441,-0.169375,-0.170786,-0.171178,-0.175021,-0.17716,-0.179949,-0.1821,-0.182973,-0.179774,-0.181602,-0.184773,-0.187526,-0.191575,-0.193266,-0.197567,-0.199882,-0.205006,-0.204416,-0.20744,-0.209886,-0.1633,-0.169579,-0.168772,-0.168216,-0.171319,-0.172728,-0.172837,-0.175671,-0.178711,-0.180972,-0.183496,-0.191277,-0.192609,-0.1945,-0.193173,-0.195813,-0.192203,-0.194064,-0.194805,-0.197424,-0.201113,-0.205422,-0.208501,-0.211758,-0.216103,-0.215483,-0.217247
235.454786,1.778887,1.779884,1.774512,1.774032,1.772696,1.770047,1.766013,1.762253,1.759463,1.751614,1.759555,1.750591,1.751666,1.752506,1.754115,1.751463,1.74849,1.752419,1.743665,1.747555,1.746941,1.739477,1.743639,1.746536,1.735015,1.732795,1.730681,1.820625,1.820999,1.819893,1.815005,1.812453,1.812102,1.813727,1.808898,1.808488,1.799506,1.799402,1.799414,1.803922,1.806911,1.80299,1.803315,1.797385,1.803577,1.79449,1.794502,1.794121,1.792761,1.791126,1.788149,1.786137,1.784639,1.783133,-1.2107,-1.249777,-1.323844,-1.384622,-1.43266,-1.489612,-1.54804,-1.628122,-1.693186,-1.760416,-1.833294,-1.930849,-2.013263,-2.082547,-2.168531,-2.237767,-2.332153,-2.409355,-2.500613,-2.58577,-2.666258,-2.749636,-2.837808,-2.930729,-3.011614,-3.083074,-3.164129,-1.219319,-1.256008,-1.309775,-1.377917,-1.428088,-1.48931,-1.55026,-1.615111,-1.67954,-1.753552,-1.820895,-1.915979,-1.994502,-2.076481,-2.160332,-2.259409,-2.345594,-2.453792,-2.525976,-2.586612,-2.67192,-2.761473,-2.855561,-2.933961,-3.005675,-3.070386,-3.14602,-0.154007,-0.160865,-0.16409,-0.164548,-0.169788,-0.171755,-0.171637,-0.176821,-0.179751,-0.180957,-0.187323,-0.188035,-0.190484,-0.192213,-0.195153,-0.193646,-0.193514,-0.198583,-0.199689,-0.205878,-0.206382,-0.209744,-0.213718,-0.219619,-0.218277,-0.221233,-0.223948,-0.167626,-0.174998,-0.172164,-0.174922,-0.177093,-0.179921,-0.181712,-0.185173,-0.189917,-0.190704,-0.19497,-0.202105,-0.202929,-0.205902,-0.208139,-0.206133,-0.204837,-0.205399,-0.207688,-0.212009,-0.214844,-0.219393,-0.223166,-0.22687,-0.229678,-0.229471,-0.23128
235.704786,1.827262,1.828935,1.82324,1.823078,1.821635,1.818848,1.814785,1.81083,1.807581,1.799224,1.80802,1.798188,1.798667,1.800119,1.80121,1.798349,1.795142,1.799046,1.790335,1.794193,1.793383,1.785616,1.78992,1.792403,1.78068,1.777971,1.775892,1.869398,1.869831,1.868541,1.864602,1.861151,1.861671,1.862783,1.857179,1.856926,1.847809,1.84766,1.847733,1.851529,1.854581,1.85062,1.850921,1.844764,1.850611,1.841232,1.841488,1.841015,1.839569,1.837203,1.834489,1.832515,1.830744,1.829324,-1.227178,-1.267362,-1.342227,-1.403881,-1.452226,-1.510505,-1.56936,-1.649765,-1.715638,-1.784418,-1.85785,-1.957118,-2.03961,-2.109899,-2.196589,-2.266378,-2.361617,-2.439444,-2.531289,-2.617347,-2.698579,-2.782967,-2.871365,-2.964954,-3.046453,-3.118749,-3.200548,-1.236468,-1.274111,-1.328219,-1.397268,-1.447477,-1.510042,-1.57177,-1.637293,-1.702588,-1.777148,-1.846119,-1.941158,-2.021393,-2.103613,-2.188773,-2.288423,-2.375162,-2.484485,-2.557266,-2.618727,-2.704217,-2.794317,-2.889002,-2.968397,-3.040791,-3.105586,-3.182085,-0.166692,-0.173568,-0.174815,-0.176191,-0.178017,-0.181652,-0.183127,-0.183808,-0.190102,-0.188732,-0.193499,-0.193954,-0.197298,-0.198782,-0.200316,-0.196842,-0.198211,-0.202511,-0.203332,-0.208592,-0.210673,-0.213852,-0.215897,-0.221911,-0.220692,-0.222523,-0.224567,-0.17711,-0.185791,-0.185855,-0.185963,-0.188478,-0.189737,-0.191684,-0.192889,-0.19977,-0.199278,-0.201993,-0.209738,-0.21052,-0.212185,-0.212426,-0.21288,-0.208785,-0.209289,-0.21032,-0.215688,-0.218798,-0.223312,-0.225221,-0.229979,-0.23239,-0.233336,-0.233462
235.954786,1.880032,1.881164,1.875465,1.875147,1.874015,1.870962,1.866862,1.861994,1.859491,1.851339,1.85968,1.849669,1.850592,1.851222,1.852803,1.849298,1.846753,1.85059,1.841162,1.845713,1.844549,1.837467,1.841204,1.843712,1.832016,1.829372,1.827001,1.922222,1.922047,1.921331,1.916675,1.913811,1.913715,1.914918,1.909744,1.909381,1.900424,1.899159,1.899163,1.903411,1.906548,1.902347,1.902854,1.896422,1.902366,1.893607,1.893538,1.892247,1.891254,1.888518,1.885986,1.88395,1.882154,1.88124,-1.195298,-1.235437,-1.311878,-1.374157,-1.423271,-1.4822,-1.541856,-1.623697,-1.68989,-1.759497,-1.833448,-1.933236,-2.017625,-2.08806,-2.175581,-2.24607,-2.34237,-2.420265,-2.513309,-2.599363,-2.68133,-2.766414,-2.855352,-2.949908,-3.032154,-3.105146,-3.18779,-1.204749,-1.242176,-1.297817,-1.367696,-1.418846,-1.482032,-1.544399,-1.610615,-1.676744,-1.752209,-1.821443,-1.917797,-1.999006,-2.082209,-2.167312,-2.268366,-2.355827,-2.465096,-2.53898,-2.600629,-2.687532,-2.7782,-2.873494,-2.953439,-3.026448,-3.092183,-3.169175,-0.176341,-0.180268,-0.184266,-0.182763,-0.18866,-0.190609,-0.191039,-0.193169,-0.196587,-0.19882,-0.201425,-0.204171,-0.206738,-0.207233,-0.209618,-0.206677,-0.207583,-0.211501,-0.212161,-0.218056,-0.219032,-0.224669,-0.226431,-0.230355,-0.229267,-0.231951,-0.233143,-0.186516,-0.193234,-0.193502,-0.194386,-0.196838,-0.199208,-0.19918,-0.200446,-0.207145,-0.209765,-0.210458,-0.217396,-0.218462,-0.219874,-0.219831,-0.220853,-0.218027,-0.2166,-0.220931,-0.224747,-0.227151,-0.232291,-0.234025,-0.238816,-0.240398,-0.239719,-0.244109
