t[s],u01.dX [mm],u02.dX [mm],u03.dX [mm],u04.dX [mm],u05.dX [mm],u06.dX [mm],u07.dX [mm],u08.dX [mm],u09.dX [mm],u10.dX [mm],u11.dX [mm],u12.dX [mm],u13.dX [mm],u14.dX [mm],u15.dX [mm],u16.dX [mm],u17.dX [mm],u18.dX [mm],u19.dX [mm],u20.dX [mm],u21.dX [mm],u22.dX [mm],u23.dX [mm],u24.dX [mm],u25.dX [mm],u26.dX [mm],u27.dX [mm],u28.dX [mm],u29.dX [mm],u30.dX [mm],u31.dX [mm],u32.dX [mm],u33.dX [mm],u34.dX [mm],u35.dX [mm],u36.dX [mm],u37.dX [mm],u38.dX [mm],u39.dX [mm],u40.dX [mm],u41.dX [mm],u42.dX [mm],u43.dX [mm],u44.dX [mm],u45.dX [mm],u46.dX [mm],u47.dX [mm],u48.dX [mm],u49.dX [mm],u50.dX [mm],u51.dX [mm],u52.dX [mm],u53.dX [mm],u54.dX [mm],u55.dX [mm],u56.dX [mm],u01.dY [mm],u02.dY [mm],u03.dY [mm],u04.dY [mm],u05.dY [mm],u06.dY [mm],u07.dY [mm],u08.dY [mm],u09.dY [mm],u10.dY [mm],u11.dY [mm],u12.dY [mm],u13.dY [mm],u14.dY [mm],u15.dY [mm],u16.dY [mm],u17.dY [mm],u18.dY [mm],u19.dY [mm],u20.dY [mm],u21.dY [mm],u22.dY [mm],u23.dY [mm],u24.dY [mm],u25.dY [mm],u26.dY [mm],u27.dY [mm],u28.dY [mm],u29.dY [mm],u30.dY [mm],u31.dY [mm],u32.dY [mm],u33.dY [mm],u34.dY [mm],u35.dY [mm],u36.dY [mm],u37.dY [mm],u38.dY [mm],u39.dY [mm],u40.dY [mm],u41.dY [mm],u42.dY [mm],u43.dY [mm],u44.dY [mm],u45.dY [mm],u46.dY [mm],u47.dY [mm],u48.dY [mm],u49.dY [mm],u50.dY [mm],u51.dY [mm],u52.dY [mm],u53.dY [mm],u54.dY [mm],u55.dY [mm],u56.dY [mm],u01.dZ [mm],u02.dZ [mm],u03.dZ [mm],u04.dZ [mm],u05.dZ [mm],u06.dZ [mm],u07.dZ [mm],u08.dZ [mm],u09.dZ [mm],u10.dZ [mm],u11.dZ [mm],u12.dZ [mm],u13.dZ [mm],u14.dZ [mm],u15.dZ [mm],u16.dZ [mm],u17.dZ [mm],u18.dZ [mm],u19.dZ [mm],u20.dZ [mm],u21.dZ [mm],u22.dZ [mm],u23.dZ [mm],u24.dZ [mm],u25.dZ [mm],u26.dZ [mm],u27.dZ [mm],u28.dZ [mm],u29.dZ [mm],u30.dZ [mm],u31.dZ [mm],u32.dZ [mm],u33.dZ [mm],u34.dZ [mm],u35.dZ [mm],u36.dZ [mm],u37.dZ [mm],u38.dZ [mm],u39.dZ [mm],u40.dZ [mm],u41.dZ [mm],u42.dZ [mm],u43.dZ [mm],u44.dZ [mm],u45.dZ [mm],u46.dZ [mm],u47.dZ [mm],u48.dZ [mm],u49.dZ [mm],u50.dZ [mm],u51.dZ [mm],u52.dZ [mm],u53.dZ [mm],u54.dZ [mm],u55.dZ [mm],u56.dZ [mm]
173.704786,-0.54763,-0.54716,-0.544455,-0.544865,-0.544354,-0.543429,-0.541965,-0.540839,-0.540828,-0.539353,-0.537863,-0.537331,-0.536935,-0.535102,-0.533247,-0.531945,-0.531117,-0.531032,-0.53098,-0.528878,-0.529962,-0.528619,-0.527821,-0.525954,-0.522845,-0.52224,-0.520114,-0.519852,-0.549745,-0.549597,-0.54869,-0.547407,-0.547963,-0.546537,-0.545621,-0.54516,-0.544605,-0.543118,-0.542103,-0.540793,-0.540567,-0.538576,-0.537554,-0.537149,-0.53569,-0.535057,-0.53498,-0.533607,-0.534461,-0.533053,-0.532097,-0.530832,-0.528607,-0.52722,-0.526191,-0.526017,-0.327858,-0.34125,-0.350037,-0.36026,-0.370911,-0.377903,-0.389517,-0.39821,-0.406803,-0.415328,-0.421219,-0.430463,-0.43702,-0.445733,-0.455046,-0.464402,-0.469009,-0.475003,-0.482012,-0.485044,-0.487145,-0.488179,-0.488921,-0.488653,-0.490778,-0.491231,-0.49183,-0.491772,-0.331704,-0.341897,-0.351733,-0.361003,-0.371367,-0.381468,-0.390308,-0.399306,-0.40804,-0.416897,-0.423883,-0.430842,-0.438939,-0.447519,-0.456788,-0.464997,-0.471943,-0.478191,-0.483876,-0.487037,-0.489775,-0.490692,-0.490503,-0.490957,-0.491091,-0.492125,-0.492953,-0.494887,0.026968,0.029086,0.030421,0.031985,0.032717,0.033792,0.036897,0.036078,0.036274,0.038322,0.037006,0.039883,0.040338,0.040571,0.043518,0.045651,0.047281,0.050366,0.052118,0.056473,0.060944,0.065581,0.069298,0.074431,0.079862,0.082663,0.087609,0.089546,0.028518,0.032074,0.033843,0.033898,0.035292,0.037758,0.038728,0.038986,0.040407,0.039814,0.040783,0.040925,0.043401,0.041909,0.043236,0.04546,0.048527,0.048415,0.052176,0.05567,0.058661,0.064689,0.067262,0.073178,0.078087,0.081887,0.08509,0.087391
173.954786,-0.544125,-0.543745,-0.540763,-0.541207,-0.541018,-0.539893,-0.538522,-0.537572,-0.537494,-0.536139,-0.534506,-0.534195,-0.533774,-0.531868,-0.529954,-0.528571,-0.528478,-0.5281,-0.527428,-0.525899,-0.526989,-0.525272,-0.524601,-0.522581,-0.519441,-0.518956,-0.516761,-0.516607,-0.546724,-0.546611,-0.545267,-0.544136,-0.544143,-0.543424,-0.542003,-0.542092,-0.540812,-0.539913,-0.538911,-0.537571,-0.537002,-0.535448,-0.534086,-0.533545,-0.532755,-0.5322,-0.531798,-0.53051,-0.530847,-0.530083,-0.528948,-0.527438,-0.525587,-0.523866,-0.522667,-0.522592,-0.343377,-0.356175,-0.365209,-0.375401,-0.385579,-0.392686,-0.404564,-0.413473,-0.42208,-0.430333,-0.436272,-0.445391,-0.452328,-0.460848,-0.470343,-0.479251,-0.484263,-0.489731,-0.49681,-0.50002,-0.501739,-0.503193,-0.503855,-0.503101,-0.50526,-0.505691,-0.505546,-0.506154,-0.346269,-0.356958,-0.367218,-0.3762,-0.385964,-0.395864,-0.40529,-0.413665,-0.423336,-0.431889,-0.438498,-0.44561,-0.454163,-0.463448,-0.472078,-0.479781,-0.486999,-0.493496,-0.498513,-0.502004,-0.505224,-0.505599,-0.505163,-0.505645,-0.505652,-0.506572,-0.507402,-0.509032,0.028258,0.030071,0.031268,0.033816,0.034354,0.034562,0.037145,0.0377,0.03732,0.039296,0.037272,0.040434,0.042705,0.042915,0.043449,0.045637,0.047752,0.051225,0.053005,0.057306,0.061021,0.066919,0.069997,0.074772,0.079756,0.083201,0.087901,0.089175,0.031836,0.03196,0.036449,0.035311,0.036391,0.037675,0.039893,0.039595,0.040473,0.040569,0.040864,0.040942,0.042422,0.0425,0.044381,0.047141,0.04912,0.049877,0.053561,0.057007,0.060042,0.064924,0.068716,0.073892,0.078998,0.083475,0.084481,0.090602
174.204786,-0.548948,-0.548614,-0.545428,-0.546088,-0.545745,-0.544511,-0.543251,-0.542453,-0.542483,-0.540922,-0.539132,-0.5386,-0.53838,-0.536518,-0.534753,-0.533159,-0.53312,-0.532766,-0.532139,-0.530723,-0.531717,-0.52998,-0.529399,-0.527357,-0.524169,-0.523628,-0.521211,-0.521652,-0.551079,-0.551314,-0.550109,-0.549304,-0.549325,-0.548294,-0.547111,-0.54683,-0.545707,-0.544572,-0.543575,-0.542393,-0.541824,-0.54016,-0.538967,-0.538093,-0.537395,-0.536781,-0.536243,-0.534993,-0.535471,-0.534674,-0.533499,-0.532048,-0.530027,-0.528654,-0.527554,-0.527031,-0.343605,-0.356202,-0.365388,-0.375839,-0.386119,-0.393563,-0.405155,-0.414109,-0.42255,-0.430936,-0.43685,-0.446112,-0.453177,-0.461708,-0.470934,-0.479735,-0.484421,-0.490198,-0.497184,-0.500386,-0.502212,-0.503221,-0.50402,-0.502971,-0.505081,-0.505368,-0.505688,-0.505969,-0.346585,-0.356925,-0.367595,-0.376689,-0.386541,-0.396618,-0.4056,-0.41465,-0.424031,-0.432407,-0.439303,-0.44607,-0.454772,-0.464015,-0.472714,-0.480374,-0.487286,-0.493787,-0.499059,-0.502538,-0.505386,-0.505875,-0.505371,-0.505575,-0.505457,-0.506116,-0.507258,-0.509114,0.027541,0.031393,0.032562,0.033215,0.034182,0.034823,0.037452,0.038018,0.03844,0.04025,0.039261,0.041284,0.043133,0.043791,0.043436,0.045851,0.047212,0.05221,0.052819,0.056993,0.061959,0.067164,0.070111,0.075631,0.08081,0.083564,0.088226,0.09081,0.032846,0.034514,0.036783,0.034646,0.038205,0.037517,0.040439,0.040426,0.041509,0.041834,0.041776,0.041386,0.044453,0.04398,0.045111,0.047763,0.049053,0.050152,0.053977,0.056485,0.06015,0.065912,0.069089,0.074416,0.078546,0.084306,0.08502,0.089236
174.454786,-0.548665,-0.548261,-0.545311,-0.54571,-0.545643,-0.544233,-0.542898,-0.541873,-0.542171,-0.540436,-0.538968,-0.538226,-0.537951,-0.535861,-0.534126,-0.533046,-0.532277,-0.532134,-0.531886,-0.530121,-0.530998,-0.529528,-0.52882,-0.526878,-0.523696,-0.523206,-0.520894,-0.520626,-0.550623,-0.550994,-0.549625,-0.548684,-0.548525,-0.547464,-0.546528,-0.546143,-0.54549,-0.544236,-0.543388,-0.541998,-0.541409,-0.539627,-0.538237,-0.537695,-0.536707,-0.536226,-0.536035,-0.53436,-0.535263,-0.533849,-0.532875,-0.531616,-0.529438,-0.527921,-0.526786,-0.526721,-0.330777,-0.343909,-0.352897,-0.363448,-0.37427,-0.381174,-0.392958,-0.401847,-0.410518,-0.41903,-0.425021,-0.434171,-0.440878,-0.449832,-0.458858,-0.468291,-0.472954,-0.478462,-0.485218,-0.488127,-0.489729,-0.490753,-0.491217,-0.490358,-0.492507,-0.492576,-0.493125,-0.492978,-0.334526,-0.344739,-0.355136,-0.364215,-0.374731,-0.384744,-0.39382,-0.402657,-0.411843,-0.420579,-0.427599,-0.434518,-0.442639,-0.451527,-0.461008,-0.468666,-0.475447,-0.481736,-0.487257,-0.489908,-0.492416,-0.493003,-0.49278,-0.492673,-0.492718,-0.493369,-0.494177,-0.49599,0.028288,0.031949,0.03248,0.034531,0.03438,0.035687,0.038746,0.038041,0.037561,0.040072,0.037516,0.040817,0.042181,0.043014,0.04496,0.046173,0.048595,0.051832,0.053606,0.057555,0.061046,0.066425,0.070251,0.075636,0.080852,0.084915,0.089324,0.089917,0.032719,0.034916,0.038449,0.036506,0.037459,0.0369,0.041185,0.041518,0.041496,0.042459,0.042888,0.041486,0.044575,0.044289,0.045373,0.047192,0.048819,0.049659,0.052844,0.056716,0.061157,0.066226,0.069228,0.074627,0.079332,0.083602,0.08585,0.089855
174.704786,-0.542807,-0.542115,-0.539695,-0.53998,-0.540116,-0.538391,-0.537251,-0.536241,-0.536333,-0.53495,-0.533217,-0.532656,-0.53279,-0.530441,-0.528766,-0.527476,-0.526985,-0.526596,-0.526196,-0.52448,-0.525535,-0.524083,-0.52319,-0.521023,-0.518093,-0.517513,-0.515423,-0.515646,-0.545255,-0.544616,-0.543548,-0.542964,-0.542789,-0.541867,-0.541177,-0.540667,-0.539342,-0.53853,-0.537424,-0.53675,-0.535779,-0.5341,-0.532781,-0.532229,-0.531513,-0.530749,-0.530287,-0.529057,-0.529409,-0.528429,-0.527163,-0.52596,-0.524,-0.522352,-0.520955,-0.520652,-0.355053,-0.36782,-0.377473,-0.387576,-0.398123,-0.405335,-0.417423,-0.426398,-0.434896,-0.443526,-0.449226,-0.458609,-0.465531,-0.473994,-0.48324,-0.492339,-0.496982,-0.502635,-0.509574,-0.512283,-0.513599,-0.514945,-0.515694,-0.514083,-0.516485,-0.516321,-0.516229,-0.516775,-0.358765,-0.369133,-0.379358,-0.388182,-0.39846,-0.408635,-0.418497,-0.426624,-0.436146,-0.444556,-0.451915,-0.459179,-0.467223,-0.476611,-0.485008,-0.492549,-0.499611,-0.506152,-0.512066,-0.514365,-0.517109,-0.51736,-0.51704,-0.516767,-0.516789,-0.517242,-0.518017,-0.518719,0.027169,0.03174,0.03227,0.033998,0.033985,0.034654,0.036598,0.035349,0.036192,0.038924,0.036875,0.040204,0.041909,0.041236,0.04264,0.046088,0.047048,0.050435,0.052795,0.056996,0.061396,0.066108,0.069452,0.075114,0.080219,0.083509,0.088493,0.088747,0.033622,0.033755,0.03612,0.034482,0.035916,0.037571,0.038871,0.038827,0.040817,0.040872,0.041155,0.04059,0.043444,0.043056,0.044145,0.046377,0.047687,0.049092,0.052371,0.05592,0.059457,0.06524,0.067309,0.074128,0.079512,0.08366,0.08497,0.091
174.954786,-0.546272,-0.545601,-0.542832,-0.543186,-0.543145,-0.541466,-0.540534,-0.539644,-0.53969,-0.538021,-0.536275,-0.535703,-0.535793,-0.533704,-0.53198,-0.530518,-0.5301,-0.530007,-0.529538,-0.527585,-0.528759,-0.527203,-0.526295,-0.524335,-0.52118,-0.520521,-0.51834,-0.518453,-0.548338,-0.547941,-0.547375,-0.546433,-0.54636,-0.545222,-0.544139,-0.544161,-0.542732,-0.541793,-0.540537,-0.540055,-0.538856,-0.537347,-0.536175,-0.535502,-0.53465,-0.533832,-0.533587,-0.532108,-0.532455,-0.531654,-0.530392,-0.529101,-0.527062,-0.525295,-0.524106,-0.523699,-0.353735,-0.365917,-0.375888,-0.385938,-0.396389,-0.403956,-0.415966,-0.424892,-0.433377,-0.441966,-0.448087,-0.457346,-0.464303,-0.472478,-0.481796,-0.490878,-0.495447,-0.501315,-0.507921,-0.510834,-0.512144,-0.513012,-0.513815,-0.512221,-0.514403,-0.514079,-0.514851,-0.514765,-0.357102,-0.367061,-0.377801,-0.386987,-0.396977,-0.407205,-0.417036,-0.425285,-0.434752,-0.443329,-0.450726,-0.457518,-0.466103,-0.475471,-0.483742,-0.491209,-0.498395,-0.504874,-0.510579,-0.512905,-0.515495,-0.515749,-0.515141,-0.514953,-0.514796,-0.515061,-0.515859,-0.517149,0.027602,0.030825,0.032675,0.034493,0.034343,0.036486,0.03806,0.036773,0.037938,0.039125,0.038921,0.041549,0.041424,0.04233,0.044392,0.046578,0.047794,0.051125,0.052715,0.056383,0.06245,0.06604,0.069786,0.074936,0.081019,0.083738,0.088271,0.090272,0.03271,0.035993,0.03721,0.034939,0.037801,0.037941,0.040205,0.03921,0.040613,0.041254,0.042679,0.041729,0.043712,0.043488,0.044849,0.047577,0.048407,0.048927,0.053055,0.055705,0.060968,0.066016,0.068551,0.074343,0.079518,0.083581,0.085206,0.090307
175.204786,-0.548764,-0.548106,-0.545305,-0.546277,-0.545622,-0.544629,-0.543101,-0.542031,-0.542357,-0.540731,-0.539128,-0.538771,-0.538449,-0.536498,-0.534603,-0.53293,-0.532643,-0.532279,-0.532018,-0.530291,-0.531534,-0.52983,-0.529024,-0.526993,-0.523774,-0.52325,-0.520676,-0.520946,-0.550743,-0.550925,-0.550317,-0.549125,-0.549236,-0.547991,-0.547097,-0.546631,-0.545512,-0.544494,-0.543498,-0.542257,-0.541666,-0.539974,-0.538704,-0.538025,-0.537019,-0.53653,-0.536196,-0.534648,-0.535445,-0.533773,-0.53286,-0.531585,-0.529619,-0.527987,-0.526947,-0.526365,-0.33534,-0.348812,-0.357953,-0.368593,-0.378926,-0.386215,-0.398101,-0.407173,-0.415984,-0.42451,-0.430427,-0.439531,-0.446765,-0.455437,-0.464445,-0.473643,-0.477986,-0.483503,-0.490057,-0.492815,-0.494457,-0.494663,-0.495066,-0.493712,-0.495589,-0.495429,-0.495719,-0.495353,-0.339465,-0.350002,-0.359882,-0.369238,-0.37967,-0.38957,-0.399077,-0.407715,-0.417448,-0.426232,-0.432987,-0.439715,-0.448277,-0.457799,-0.46655,-0.474215,-0.481197,-0.487053,-0.491938,-0.494935,-0.496929,-0.497259,-0.496624,-0.496375,-0.495974,-0.496489,-0.497017,-0.498949,0.030737,0.032921,0.034239,0.035632,0.036286,0.037028,0.039748,0.04022,0.040092,0.042306,0.039351,0.040782,0.044358,0.044541,0.044152,0.046368,0.049637,0.052399,0.054204,0.058341,0.064077,0.068272,0.071783,0.075866,0.082096,0.085289,0.090301,0.091114,0.032901,0.035639,0.040444,0.036277,0.039085,0.039399,0.040958,0.042521,0.043049,0.042324,0.042597,0.042572,0.045861,0.045228,0.046126,0.048367,0.049598,0.050347,0.054763,0.057151,0.061778,0.066929,0.070478,0.075511,0.081103,0.085236,0.087275,0.091004
175.454786,-0.542333,-0.542019,-0.539552,-0.539381,-0.539415,-0.537962,-0.536825,-0.53564,-0.53555,-0.534169,-0.532672,-0.531928,-0.532337,-0.529691,-0.528049,-0.526835,-0.526473,-0.526009,-0.52578,-0.523939,-0.524941,-0.523265,-0.522404,-0.520263,-0.517527,-0.516716,-0.515028,-0.514822,-0.544426,-0.544589,-0.543161,-0.542437,-0.542306,-0.541322,-0.540322,-0.540141,-0.538621,-0.5378,-0.536947,-0.535994,-0.535184,-0.533568,-0.532337,-0.531902,-0.530952,-0.530035,-0.529818,-0.528443,-0.528719,-0.527619,-0.526419,-0.525275,-0.523256,-0.521362,-0.520002,-0.520111,-0.361013,-0.374021,-0.383609,-0.393614,-0.404593,-0.411852,-0.4237,-0.432829,-0.441836,-0.450332,-0.456088,-0.465655,-0.472648,-0.480766,-0.489864,-0.499284,-0.503717,-0.509243,-0.515827,-0.518023,-0.519324,-0.520149,-0.520607,-0.518833,-0.520918,-0.520666,-0.520606,-0.520841,-0.364972,-0.375404,-0.38537,-0.394434,-0.404963,-0.415081,-0.42457,-0.43373,-0.442593,-0.45147,-0.459098,-0.466068,-0.474262,-0.483171,-0.491913,-0.49963,-0.506716,-0.513027,-0.518302,-0.520219,-0.5226,-0.522642,-0.521926,-0.521609,-0.521361,-0.521278,-0.522066,-0.523226,0.027548,0.029626,0.030289,0.03282,0.033614,0.033513,0.035478,0.034645,0.035312,0.037147,0.035297,0.039265,0.038723,0.041509,0.042221,0.044541,0.0466,0.049048,0.05189,0.055592,0.059772,0.064951,0.068903,0.07333,0.08003,0.081543,0.088466,0.089013,0.03154,0.030059,0.035112,0.034083,0.03597,0.035278,0.038076,0.038267,0.03984,0.039212,0.040212,0.039656,0.042466,0.041677,0.042295,0.045145,0.04706,0.047373,0.05227,0.054452,0.058898,0.064153,0.066745,0.072629,0.079014,0.082171,0.084282,0.089787
175.704786,-0.541852,-0.541627,-0.538652,-0.539001,-0.539016,-0.537783,-0.536273,-0.535013,-0.534924,-0.533942,-0.532482,-0.531617,-0.531627,-0.529443,-0.527517,-0.52645,-0.525663,-0.52566,-0.525213,-0.523279,-0.524191,-0.522695,-0.52189,-0.519741,-0.516746,-0.516238,-0.513841,-0.514062,-0.544229,-0.543906,-0.542811,-0.541866,-0.54177,-0.540631,-0.539688,-0.539424,-0.538466,-0.537424,-0.536608,-0.535437,-0.534648,-0.533102,-0.532043,-0.531294,-0.530268,-0.529715,-0.529221,-0.527736,-0.528076,-0.526983,-0.525868,-0.52459,-0.522324,-0.52075,-0.519464,-0.519064,-0.36665,-0.379796,-0.389402,-0.399633,-0.410762,-0.417786,-0.429605,-0.439029,-0.447882,-0.456512,-0.462332,-0.471878,-0.478613,-0.487107,-0.496178,-0.505881,-0.509786,-0.515177,-0.521656,-0.523911,-0.525175,-0.525985,-0.52609,-0.524501,-0.526623,-0.526155,-0.525366,-0.525647,-0.370643,-0.38106,-0.391575,-0.400241,-0.41113,-0.421772,-0.43068,-0.439386,-0.449026,-0.457977,-0.46502,-0.472266,-0.480409,-0.489184,-0.498261,-0.506074,-0.512829,-0.518918,-0.524131,-0.526172,-0.528147,-0.528379,-0.527776,-0.526976,-0.526872,-0.527017,-0.527362,-0.528468,0.029886,0.032449,0.031272,0.034995,0.034835,0.036519,0.039696,0.03819,0.037728,0.040672,0.037537,0.041159,0.042581,0.043755,0.045431,0.046517,0.049124,0.052146,0.054072,0.057134,0.062762,0.067824,0.070768,0.075646,0.08149,0.084498,0.088958,0.090807,0.035596,0.034181,0.038349,0.037594,0.036775,0.039201,0.040309,0.039955,0.042336,0.042005,0.042907,0.042284,0.044016,0.044137,0.044385,0.048301,0.049001,0.050653,0.053833,0.057074,0.061805,0.066414,0.06891,0.075387,0.081144,0.08518,0.088532,0.091034
175.954786,-0.545938,-0.545698,-0.542733,-0.543037,-0.543207,-0.541778,-0.540694,-0.539751,-0.540053,-0.538154,-0.536348,-0.535851,-0.53571,-0.533579,-0.53199,-0.530424,-0.530147,-0.530204,-0.529509,-0.527671,-0.528941,-0.526998,-0.526262,-0.524247,-0.521009,-0.520665,-0.517881,-0.518217,-0.548318,-0.548153,-0.546911,-0.546453,-0.546657,-0.545093,-0.544899,-0.544163,-0.542668,-0.541693,-0.54057,-0.539841,-0.539156,-0.537305,-0.535958,-0.535448,-0.534435,-0.534015,-0.53357,-0.531962,-0.532523,-0.531717,-0.530311,-0.528685,-0.526702,-0.525192,-0.52393,-0.523309,-0.348804,-0.361865,-0.371478,-0.381691,-0.392246,-0.399799,-0.411832,-0.420963,-0.429177,-0.438018,-0.443854,-0.453443,-0.460352,-0.468925,-0.478325,-0.487075,-0.491224,-0.496615,-0.503404,-0.50544,-0.506573,-0.507236,-0.5074,-0.505407,-0.507057,-0.506913,-0.506652,-0.506247,-0.352246,-0.362573,-0.373634,-0.382775,-0.39242,-0.402622,-0.412607,-0.421196,-0.430623,-0.439632,-0.446453,-0.453505,-0.462271,-0.471734,-0.480027,-0.4875,-0.494597,-0.500509,-0.505534,-0.507576,-0.510248,-0.510024,-0.508877,-0.508355,-0.507492,-0.507864,-0.508232,-0.50918,0.029821,0.033965,0.034974,0.035686,0.038293,0.037308,0.039022,0.038405,0.039324,0.040501,0.039489,0.042856,0.044202,0.043513,0.044652,0.047572,0.049318,0.053238,0.05514,0.058053,0.063681,0.068344,0.071951,0.077328,0.082441,0.085586,0.089054,0.091815,0.034121,0.036329,0.039487,0.037651,0.038739,0.041124,0.041961,0.041418,0.043312,0.042955,0.04301,0.042636,0.045311,0.045122,0.045955,0.047681,0.050242,0.050943,0.055271,0.058611,0.062729,0.067597,0.069657,0.075729,0.081148,0.085892,0.086591,0.091573
176.204786,-0.541581,-0.541241,-0.538873,-0.538612,-0.53832,-0.537587,-0.536111,-0.534724,-0.534672,-0.533675,-0.532176,-0.53121,-0.531511,-0.529313,-0.527132,-0.526084,-0.525786,-0.525219,-0.524984,-0.522906,-0.523694,-0.52217,-0.521356,-0.519619,-0.516232,-0.515714,-0.513741,-0.513736,-0.544149,-0.543702,-0.542695,-0.541494,-0.541464,-0.540422,-0.539751,-0.539327,-0.538509,-0.537152,-0.536225,-0.535247,-0.534349,-0.53271,-0.531327,-0.53095,-0.529944,-0.529156,-0.529057,-0.527399,-0.527888,-0.526586,-0.525274,-0.52417,-0.522042,-0.520271,-0.51909,-0.518885,-0.368604,-0.381339,-0.390865,-0.401192,-0.412701,-0.419645,-0.431718,-0.440923,-0.449664,-0.458604,-0.464391,-0.473731,-0.480626,-0.489239,-0.498204,-0.507905,-0.511817,-0.516941,-0.523637,-0.525413,-0.52649,-0.526947,-0.527041,-0.525269,-0.527265,-0.526626,-0.526429,-0.526036,-0.372136,-0.382549,-0.392966,-0.40223,-0.41329,-0.423348,-0.432699,-0.441529,-0.451046,-0.459995,-0.467026,-0.474399,-0.48244,-0.491426,-0.500506,-0.508388,-0.514874,-0.520779,-0.525811,-0.527673,-0.529387,-0.529417,-0.528424,-0.527958,-0.527592,-0.527424,-0.527974,-0.528663,0.029326,0.03004,0.030096,0.033325,0.035438,0.033653,0.037369,0.036612,0.037157,0.038736,0.035383,0.03917,0.0399,0.042186,0.042615,0.044864,0.0474,0.050833,0.051938,0.056552,0.060819,0.066157,0.070302,0.075488,0.080138,0.083243,0.088466,0.090106,0.031798,0.032148,0.03665,0.035826,0.036292,0.038382,0.038807,0.039448,0.040082,0.041084,0.041911,0.041309,0.042442,0.042492,0.042737,0.045387,0.048004,0.04871,0.052199,0.056404,0.060896,0.065579,0.068149,0.074328,0.079732,0.084321,0.087048,0.091478
176.454786,-0.539566,-0.539367,-0.535921,-0.536582,-0.536435,-0.535243,-0.533607,-0.53262,-0.533194,-0.531495,-0.529733,-0.529239,-0.529302,-0.527368,-0.525012,-0.523914,-0.523438,-0.523209,-0.522652,-0.520833,-0.521866,-0.520059,-0.519523,-0.517338,-0.514177,-0.513525,-0.511375,-0.51134,-0.541759,-0.541475,-0.540575,-0.539249,-0.539439,-0.538342,-0.537621,-0.537302,-0.53635,-0.534998,-0.533982,-0.533042,-0.53249,-0.530456,-0.529213,-0.52864,-0.527935,-0.527156,-0.526861,-0.525258,-0.525736,-0.524247,-0.52308,-0.521933,-0.519626,-0.518143,-0.51707,-0.516383,-0.379931,-0.393079,-0.402355,-0.413076,-0.423955,-0.431228,-0.443129,-0.45247,-0.461211,-0.47013,-0.475802,-0.484932,-0.492164,-0.500709,-0.509789,-0.51904,-0.522991,-0.528082,-0.534776,-0.536354,-0.53759,-0.538073,-0.537837,-0.53623,-0.537563,-0.537046,-0.53639,-0.536031,-0.383386,-0.394314,-0.404549,-0.413735,-0.424082,-0.434885,-0.444138,-0.452835,-0.462759,-0.471608,-0.478258,-0.48528,-0.493933,-0.503173,-0.512129,-0.519915,-0.52645,-0.532195,-0.536783,-0.538746,-0.540706,-0.540377,-0.539217,-0.538862,-0.537944,-0.538075,-0.538512,-0.539708,0.0307,0.030193,0.031719,0.033244,0.034486,0.033234,0.037185,0.037635,0.037807,0.038989,0.03612,0.040615,0.042453,0.042379,0.04237,0.045856,0.047441,0.051417,0.051912,0.056888,0.06068,0.066777,0.070956,0.07514,0.080385,0.084146,0.087799,0.09031,0.032027,0.034802,0.037197,0.036395,0.036562,0.038013,0.038973,0.039304,0.040616,0.040002,0.040661,0.040747,0.043038,0.042757,0.044432,0.046838,0.047122,0.048253,0.054041,0.056457,0.061673,0.064622,0.068958,0.074406,0.079237,0.084477,0.086906,0.091
